"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.id","Input.payload","Answer.audio","Answer.neither","Answer.ocr","Answer.sanity-check","Answer.video","Turkle.Username"
"938092","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74599","248","Mon Sep 15 20:32:41 UTC 2025","Mon Sep 15 20:33:28 UTC 2025","47","Launch and commissioning of the James Webb Space Telescope_10","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The James Webb Space Telescope (JWST) is a space telescope designed to succeed the Hubble Space Telescope."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) is a space telescope"", ""The JWST is designed to succeed the Hubble Space Telescope""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[true,false]","[false,true]","[false,false]","","[true,false]","amart233"
"938093","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74600","248","Mon Sep 15 20:33:28 UTC 2025","Mon Sep 15 20:34:07 UTC 2025","39","Launch and commissioning of the James Webb Space Telescope_11","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Launched on December 25, 2021, aboard an Ariane 5 rocket from the Guiana Space Centre, the JWST is a collaborative project involving NASA, the European Space Agency (ESA), and the Canadian Space Agency (CSA)."", ""Extracted_Claims"": [""The JWST was launched on December 25, 2021"", ""The JWST was launched aboard an Ariane 5 rocket"", ""The launch of the JWST took place from the Guiana Space Centre"", ""The JWST is a collaborative project"", ""NASA is involved in the JWST project"", ""The European Space Agency (ESA) is involved in the JWST project"", ""The Canadian Space Agency (CSA) is involved in the JWST project""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false,false,false]","[true,true,true,true,true,true,true]","[false,false,false,false,false,false,false]","","[false,false,false,false,false,false,false]","amart233"
"938094","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74601","248","Mon Sep 15 20:34:07 UTC 2025","Mon Sep 15 20:34:19 UTC 2025","12","Launch and commissioning of the James Webb Space Telescope_12","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope features a large, foldable primary mirror composed of 18 hexagonal segments, which, when combined, form a single mirror 2.5 times larger than Hubble's."", ""Extracted_Claims"": [""The telescope has a primary mirror"", ""The primary mirror is large"", ""The primary mirror is foldable"", ""The primary mirror is composed of 18 segments"", ""Each segment is hexagonal"", ""When combined, the segments form a single mirror"", ""The single mirror formed is 2.5 times larger than Hubble's mirror""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false,false,false]","[true,true,false,true,false,true,true]","[false,false,false,false,false,false,false]","","[false,false,true,false,true,false,false]","amart233"
"938095","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74602","248","Mon Sep 15 20:34:19 UTC 2025","Mon Sep 15 20:34:27 UTC 2025","8","Launch and commissioning of the James Webb Space Telescope_13","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Positioned at the second Lagrange point (L2), approximately 1.5 million kilometers from Earth, the JWST is optimized for infrared observations, allowing it to study the early universe, distant galaxies, and the atmospheres of exoplanets."", ""Extracted_Claims"": [""The JWST is positioned at the second Lagrange point (L2)"", ""The L2 point is approximately 1.5 million kilometers from Earth"", ""The JWST is optimized for infrared observations"", ""Infrared observations allow the JWST to study the early universe"", ""Infrared observations allow the JWST to study distant galaxies"", ""Infrared observations allow the JWST to study the atmospheres of exoplanets""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"938096","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74603","248","Mon Sep 15 20:34:27 UTC 2025","Mon Sep 15 20:34:37 UTC 2025","10","Launch and commissioning of the James Webb Space Telescope_14","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope's deployment, including the unfolding of its sunshield and mirror segments, was completed successfully, marking a significant milestone in space exploration and astronomical research."", ""Extracted_Claims"": [""The telescope's deployment was completed successfully"", ""The deployment included the unfolding of the sunshield"", ""The deployment included the unfolding of the mirror segments"", ""The successful deployment marked a significant milestone"", ""The milestone is related to space exploration"", ""The milestone is related to astronomical research""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"938097","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74604","248","Mon Sep 15 20:34:37 UTC 2025","Mon Sep 15 20:35:04 UTC 2025","27","Launch and commissioning of the James Webb Space Telescope_15","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The James Webb Space Telescope (JWST) is a space telescope designed to succeed the Hubble Space Telescope."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) is a space telescope"", ""The JWST is designed to succeed the Hubble Space Telescope""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false]","[false,false]","[true,true]","","[false,false]","amart233"
"938098","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74605","248","Mon Sep 15 20:35:04 UTC 2025","Mon Sep 15 20:37:59 UTC 2025","175","Launch and commissioning of the James Webb Space Telescope_16","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Launched on December 25, 2021, aboard an Ariane 5 rocket from the Guiana Space Centre, the JWST is a collaborative project involving NASA, the European Space Agency (ESA), and the Canadian Space Agency (CSA)."", ""Extracted_Claims"": [""The JWST was launched on December 25, 2021"", ""The JWST was launched aboard an Ariane 5 rocket"", ""The launch of the JWST took place from the Guiana Space Centre"", ""The JWST is a collaborative project"", ""NASA is involved in the JWST project"", ""The European Space Agency (ESA) is involved in the JWST project"", ""The Canadian Space Agency (CSA) is involved in the JWST project""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false,false,false]","[true,true,true,true,false,true,true]","[false,false,false,false,true,false,false]","","[false,false,false,false,false,false,false]","amart233"
"938099","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74606","248","Mon Sep 15 20:38:00 UTC 2025","Mon Sep 15 20:38:22 UTC 2025","22","Launch and commissioning of the James Webb Space Telescope_17","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope features a large, foldable primary mirror composed of 18 hexagonal segments, which, when combined, form a single mirror 2.5 times larger than Hubble's."", ""Extracted_Claims"": [""The telescope has a primary mirror"", ""The primary mirror is large"", ""The primary mirror is foldable"", ""The primary mirror is composed of 18 segments"", ""Each segment is hexagonal"", ""When combined, the segments form a single mirror"", ""The single mirror formed is 2.5 times larger than Hubble's mirror""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false,false,false]","[false,false,false,false,false,false,false]","[true,true,true,true,true,true,true]","","[true,true,true,true,true,true,false]","amart233"
"938100","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74607","248","Mon Sep 15 20:38:22 UTC 2025","Mon Sep 15 20:39:22 UTC 2025","60","Launch and commissioning of the James Webb Space Telescope_18","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Positioned at the second Lagrange point (L2), approximately 1.5 million kilometers from Earth, the JWST is optimized for infrared observations, allowing it to study the early universe, distant galaxies, and the atmospheres of exoplanets."", ""Extracted_Claims"": [""The JWST is positioned at the second Lagrange point (L2)"", ""The L2 point is approximately 1.5 million kilometers from Earth"", ""The JWST is optimized for infrared observations"", ""Infrared observations allow the JWST to study the early universe"", ""Infrared observations allow the JWST to study distant galaxies"", ""Infrared observations allow the JWST to study the atmospheres of exoplanets""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false,false]","[true,false,false,false,false,false]","[false,true,true,true,true,true]","","[false,false,false,false,false,false]","amart233"
"938101","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74608","248","Mon Sep 15 20:39:22 UTC 2025","Mon Sep 15 20:39:40 UTC 2025","18","Launch and commissioning of the James Webb Space Telescope_19","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope's deployment, including the unfolding of its sunshield and mirror segments, was completed successfully, marking a significant milestone in space exploration and astronomical research."", ""Extracted_Claims"": [""The telescope's deployment was completed successfully"", ""The deployment included the unfolding of the sunshield"", ""The deployment included the unfolding of the mirror segments"", ""The successful deployment marked a significant milestone"", ""The milestone is related to space exploration"", ""The milestone is related to astronomical research""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false,false]","[true,true,false,true,true,true]","[false,false,true,false,false,false]","","[false,false,false,false,false,false]","amart233"
"938102","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74609","248","Mon Sep 15 20:39:40 UTC 2025","Mon Sep 15 20:42:13 UTC 2025","153","Launch and commissioning of the James Webb Space Telescope_20","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The James Webb Space Telescope (JWST) is a space telescope designed to succeed the Hubble Space Telescope."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) is a space telescope"", ""The JWST is designed to succeed the Hubble Space Telescope""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1473666783508938757.mp4""}","[true,false]","[false,true]","[false,false]","","[true,false]","amart233"
"938103","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74610","248","Mon Sep 15 20:42:13 UTC 2025","Mon Sep 15 20:42:28 UTC 2025","15","Launch and commissioning of the James Webb Space Telescope_21","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Launched on December 25, 2021, aboard an Ariane 5 rocket from the Guiana Space Centre, the JWST is a collaborative project involving NASA, the European Space Agency (ESA), and the Canadian Space Agency (CSA)."", ""Extracted_Claims"": [""The JWST was launched on December 25, 2021"", ""The JWST was launched aboard an Ariane 5 rocket"", ""The launch of the JWST took place from the Guiana Space Centre"", ""The JWST is a collaborative project"", ""NASA is involved in the JWST project"", ""The European Space Agency (ESA) is involved in the JWST project"", ""The Canadian Space Agency (CSA) is involved in the JWST project""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1473666783508938757.mp4""}","[true,false,true,true,true,true,false]","[false,true,false,false,false,false,true]","[false,false,false,false,true,false,false]","","[false,false,false,false,false,false,false]","amart233"
"938104","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74611","248","Mon Sep 15 20:42:28 UTC 2025","Mon Sep 15 20:42:40 UTC 2025","12","Launch and commissioning of the James Webb Space Telescope_22","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope features a large, foldable primary mirror composed of 18 hexagonal segments, which, when combined, form a single mirror 2.5 times larger than Hubble's."", ""Extracted_Claims"": [""The telescope has a primary mirror"", ""The primary mirror is large"", ""The primary mirror is foldable"", ""The primary mirror is composed of 18 segments"", ""Each segment is hexagonal"", ""When combined, the segments form a single mirror"", ""The single mirror formed is 2.5 times larger than Hubble's mirror""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1473666783508938757.mp4""}","[false,false,false,false,false,false,false]","[false,false,false,true,false,true,true]","[false,false,false,false,false,false,false]","","[true,true,true,false,true,false,false]","amart233"
"938105","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74612","248","Mon Sep 15 20:42:40 UTC 2025","Mon Sep 15 20:42:46 UTC 2025","6","Launch and commissioning of the James Webb Space Telescope_23","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Positioned at the second Lagrange point (L2), approximately 1.5 million kilometers from Earth, the JWST is optimized for infrared observations, allowing it to study the early universe, distant galaxies, and the atmospheres of exoplanets."", ""Extracted_Claims"": [""The JWST is positioned at the second Lagrange point (L2)"", ""The L2 point is approximately 1.5 million kilometers from Earth"", ""The JWST is optimized for infrared observations"", ""Infrared observations allow the JWST to study the early universe"", ""Infrared observations allow the JWST to study distant galaxies"", ""Infrared observations allow the JWST to study the atmospheres of exoplanets""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1473666783508938757.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"938106","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74613","248","Mon Sep 15 20:42:46 UTC 2025","Mon Sep 15 20:42:54 UTC 2025","8","Launch and commissioning of the James Webb Space Telescope_24","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope's deployment, including the unfolding of its sunshield and mirror segments, was completed successfully, marking a significant milestone in space exploration and astronomical research."", ""Extracted_Claims"": [""The telescope's deployment was completed successfully"", ""The deployment included the unfolding of the sunshield"", ""The deployment included the unfolding of the mirror segments"", ""The successful deployment marked a significant milestone"", ""The milestone is related to space exploration"", ""The milestone is related to astronomical research""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1473666783508938757.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"938107","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74614","248","Mon Sep 15 20:42:54 UTC 2025","Mon Sep 15 20:44:39 UTC 2025","105","Launch and commissioning of the James Webb Space Telescope_25","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The James Webb Space Telescope (JWST) is a space telescope designed to succeed the Hubble Space Telescope."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) is a space telescope"", ""The JWST is designed to succeed the Hubble Space Telescope""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/9tXlqWldVVk.mp4""}","[false,false]","[false,true]","[true,false]","","[false,false]","amart233"
"938108","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74615","248","Mon Sep 15 20:44:39 UTC 2025","Mon Sep 15 20:45:45 UTC 2025","66","Launch and commissioning of the James Webb Space Telescope_26","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Launched on December 25, 2021, aboard an Ariane 5 rocket from the Guiana Space Centre, the JWST is a collaborative project involving NASA, the European Space Agency (ESA), and the Canadian Space Agency (CSA)."", ""Extracted_Claims"": [""The JWST was launched on December 25, 2021"", ""The JWST was launched aboard an Ariane 5 rocket"", ""The launch of the JWST took place from the Guiana Space Centre"", ""The JWST is a collaborative project"", ""NASA is involved in the JWST project"", ""The European Space Agency (ESA) is involved in the JWST project"", ""The Canadian Space Agency (CSA) is involved in the JWST project""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/9tXlqWldVVk.mp4""}","[false,false,true,true,false,false,false]","[true,false,false,false,false,false,false]","[false,true,false,true,true,true,true]","","[false,true,false,true,true,true,true]","amart233"
"938109","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74616","248","Mon Sep 15 20:45:45 UTC 2025","Mon Sep 15 20:45:52 UTC 2025","7","Launch and commissioning of the James Webb Space Telescope_27","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope features a large, foldable primary mirror composed of 18 hexagonal segments, which, when combined, form a single mirror 2.5 times larger than Hubble's."", ""Extracted_Claims"": [""The telescope has a primary mirror"", ""The primary mirror is large"", ""The primary mirror is foldable"", ""The primary mirror is composed of 18 segments"", ""Each segment is hexagonal"", ""When combined, the segments form a single mirror"", ""The single mirror formed is 2.5 times larger than Hubble's mirror""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/9tXlqWldVVk.mp4""}","[false,false,false,false,false,false,false]","[true,true,true,true,true,true,true]","[false,false,false,false,false,false,false]","","[false,false,false,false,false,false,false]","amart233"
"938110","1098","Eval Paper Grounding Judgments","Mon Sep 15 17:50:07 UTC 2025","1","86400","74617","248","Mon Sep 15 20:45:52 UTC 2025","Mon Sep 15 20:45:56 UTC 2025","4","Launch and commissioning of the James Webb Space Telescope_28","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Positioned at the second Lagrange point (L2), approximately 1.5 million kilometers from Earth, the JWST is optimized for infrared observations, allowing it to study the early universe, distant galaxies, and the atmospheres of exoplanets."", ""Extracted_Claims"": [""The JWST is positioned at the second Lagrange point (L2)"", ""The L2 point is approximately 1.5 million kilometers from Earth"", ""The JWST is optimized for infrared observations"", ""Infrared observations allow the JWST to study the early universe"", ""Infrared observations allow the JWST to study distant galaxies"", ""Infrared observations allow the JWST to study the atmospheres of exoplanets""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/9tXlqWldVVk.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
