"HITId","HITTypeId","Title","CreationTime","MaxAssignments","AssignmentDurationInSeconds","AssignmentId","WorkerId","AcceptTime","SubmitTime","WorkTimeInSeconds","Input.id","Input.payload","Answer.audio","Answer.neither","Answer.ocr","Answer.sanity-check","Answer.video","Turkle.Username"
"935835","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75204","248","Wed Sep 24 20:18:48 UTC 2025","Wed Sep 24 20:18:58 UTC 2025","10","Launch and commissioning of the James Webb Space Telescope_10","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Subsequent videos demonstrate the telescope's journey through different stages of completion, culminating in its launch into space aboard a United Launch Alliance Atlas V rocket."", ""Extracted_Claims"": [""Subsequent videos show the telescope's progress"", ""The telescope went through various stages of completion"", ""The telescope was launched into space"", ""The launch vehicle was a United Launch Alliance Atlas V rocket"", ""Videos document the telescope's journey to launch""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1456695148067295233.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","amart233"
"935836","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75205","248","Wed Sep 24 20:18:58 UTC 2025","Wed Sep 24 20:19:13 UTC 2025","15","Launch and commissioning of the James Webb Space Telescope_11","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The launch itself was a momentous occasion, witnessed live via satellite feed from South Korea, marking the beginning of the telescope's ambitious mission to unravel the mysteries of the cosmos."", ""Extracted_Claims"": [""The launch of the James Webb Space Telescope was a significant event"", ""The launch was broadcast live via satellite feed"", ""The live broadcast of the launch was received from South Korea"", ""The launch marked the start of the telescope's mission"", ""The mission aims to uncover secrets of the universe"", ""The mission is described as ambitious""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1456695148067295233.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"935837","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75206","248","Wed Sep 24 20:19:13 UTC 2025","Wed Sep 24 20:19:21 UTC 2025","8","Launch and commissioning of the James Webb Space Telescope_12","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The subsequent images captured by the JWST showcase its capabilities, offering unprecedented views of distant celestial bodies and providing crucial insights into the formation of galaxies and planets beyond our solar system."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) captures images"", ""The images captured by the JWST offer unprecedented views"", ""The JWST provides views of distant celestial bodies"", ""The JWST offers insights into the formation of galaxies"", ""The JWST offers insights into the formation of planets"", ""The JWST studies celestial bodies beyond our solar system""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1456695148067295233.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"935838","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75207","248","Wed Sep 24 20:19:21 UTC 2025","Wed Sep 24 20:19:36 UTC 2025","15","Launch and commissioning of the James Webb Space Telescope_13","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope's achievements have been hailed as a testament to cutting-edge technology and international collaboration, making it a cornerstone of modern astronomical research."", ""Extracted_Claims"": [""The telescope has achieved significant milestones"", ""The achievements of the telescope are seen as evidence of advanced technology"", ""The achievements of the telescope are seen as evidence of international cooperation"", ""The telescope is important for modern astronomical research"", ""The telescope is considered foundational for contemporary astronomy""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1456695148067295233.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","amart233"
"935839","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75208","248","Wed Sep 24 20:19:36 UTC 2025","Wed Sep 24 20:19:54 UTC 2025","18","Launch and commissioning of the James Webb Space Telescope_14","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The James Webb Space Telescope (JWST) is a revolutionary scientific instrument designed to explore some of the earliest galaxies in the universe and study exoplanets."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) is a scientific instrument"", ""The JWST is revolutionary"", ""The JWST is designed to explore some of the earliest galaxies in the universe"", ""The JWST is designed to study exoplanets""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
"935840","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75209","248","Wed Sep 24 20:19:54 UTC 2025","Wed Sep 24 20:20:13 UTC 2025","19","Launch and commissioning of the James Webb Space Telescope_15","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Its construction began in earnest when NASA's Goddard Space Flight Center completed the initial assembly of the telescope's components, including the massive primary mirror array, which consists of 18 gold-coated beryllium mirrors."", ""Extracted_Claims"": [""The construction of the James Webb Space Telescope began earnestly"", ""NASA's Goddard Space Flight Center completed the initial assembly of the telescope's components"", ""The telescope includes a massive primary mirror array"", ""The primary mirror array consists of 18 mirrors"", ""The mirrors are gold-coated"", ""The mirrors are made of beryllium""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,false,true]","[false,false,false,false,false,false]","","[false,false,false,false,true,false]","amart233"
"935841","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75210","248","Wed Sep 24 20:20:13 UTC 2025","Wed Sep 24 20:20:20 UTC 2025","7","Launch and commissioning of the James Webb Space Telescope_16","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""This phase involved precise alignment and securement of these mirrors within the telescope's complex framework."", ""Extracted_Claims"": [""This phase involved precise alignment of the mirrors"", ""This phase involved securement of the mirrors"", ""The mirrors are part of the telescope's complex framework"", ""There was a specific phase dedicated to aligning and securing the mirrors""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false]","[true,true,true,true]","[false,false,false,false]","","[false,false,false,false]","amart233"
"935842","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75211","248","Wed Sep 24 20:20:20 UTC 2025","Wed Sep 24 20:20:41 UTC 2025","21","Launch and commissioning of the James Webb Space Telescope_17","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Subsequent videos demonstrate the telescope's journey through different stages of completion, culminating in its launch into space aboard a United Launch Alliance Atlas V rocket."", ""Extracted_Claims"": [""Subsequent videos show the telescope's progress"", ""The telescope went through various stages of completion"", ""The telescope was launched into space"", ""The launch vehicle was a United Launch Alliance Atlas V rocket"", ""Videos document the telescope's journey to launch""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false]","[false,true,false,true,true]","[false,false,false,false,false]","","[true,false,true,false,false]","amart233"
"935843","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75212","248","Wed Sep 24 20:20:41 UTC 2025","Wed Sep 24 20:21:01 UTC 2025","20","Launch and commissioning of the James Webb Space Telescope_18","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The launch itself was a momentous occasion, witnessed live via satellite feed from South Korea, marking the beginning of the telescope's ambitious mission to unravel the mysteries of the cosmos."", ""Extracted_Claims"": [""The launch of the James Webb Space Telescope was a significant event"", ""The launch was broadcast live via satellite feed"", ""The live broadcast of the launch was received from South Korea"", ""The launch marked the start of the telescope's mission"", ""The mission aims to uncover secrets of the universe"", ""The mission is described as ambitious""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"935844","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75213","248","Wed Sep 24 20:21:02 UTC 2025","Wed Sep 24 20:22:08 UTC 2025","66","Launch and commissioning of the James Webb Space Telescope_19","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The subsequent images captured by the JWST showcase its capabilities, offering unprecedented views of distant celestial bodies and providing crucial insights into the formation of galaxies and planets beyond our solar system."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) captures images"", ""The images captured by the JWST offer unprecedented views"", ""The JWST provides views of distant celestial bodies"", ""The JWST offers insights into the formation of galaxies"", ""The JWST offers insights into the formation of planets"", ""The JWST studies celestial bodies beyond our solar system""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"935845","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75214","248","Wed Sep 24 20:22:08 UTC 2025","Wed Sep 24 20:22:28 UTC 2025","20","Launch and commissioning of the James Webb Space Telescope_20","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope's achievements have been hailed as a testament to cutting-edge technology and international collaboration, making it a cornerstone of modern astronomical research."", ""Extracted_Claims"": [""The telescope has achieved significant milestones"", ""The achievements of the telescope are seen as evidence of advanced technology"", ""The achievements of the telescope are seen as evidence of international cooperation"", ""The telescope is important for modern astronomical research"", ""The telescope is considered foundational for contemporary astronomy""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474877674166398979.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","amart233"
"935846","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75215","248","Wed Sep 24 20:22:28 UTC 2025","Wed Sep 24 20:24:11 UTC 2025","103","Launch and commissioning of the James Webb Space Telescope_21","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The James Webb Space Telescope (JWST) is a revolutionary scientific instrument designed to explore some of the earliest galaxies in the universe and study exoplanets."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) is a scientific instrument"", ""The JWST is revolutionary"", ""The JWST is designed to explore some of the earliest galaxies in the universe"", ""The JWST is designed to study exoplanets""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false]","[false,true,true,false]","[false,false,false,false]","","[true,false,false,true]","amart233"
"935847","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75216","248","Wed Sep 24 20:24:11 UTC 2025","Wed Sep 24 20:25:17 UTC 2025","66","Launch and commissioning of the James Webb Space Telescope_22","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Its construction began in earnest when NASA's Goddard Space Flight Center completed the initial assembly of the telescope's components, including the massive primary mirror array, which consists of 18 gold-coated beryllium mirrors."", ""Extracted_Claims"": [""The construction of the James Webb Space Telescope began earnestly"", ""NASA's Goddard Space Flight Center completed the initial assembly of the telescope's components"", ""The telescope includes a massive primary mirror array"", ""The primary mirror array consists of 18 mirrors"", ""The mirrors are gold-coated"", ""The mirrors are made of beryllium""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false,false]","[true,true,false,false,false,true]","[false,false,false,false,false,false]","","[false,false,true,true,true,false]","amart233"
"935848","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75217","248","Wed Sep 24 20:25:17 UTC 2025","Wed Sep 24 20:25:28 UTC 2025","11","Launch and commissioning of the James Webb Space Telescope_23","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""This phase involved precise alignment and securement of these mirrors within the telescope's complex framework."", ""Extracted_Claims"": [""This phase involved precise alignment of the mirrors"", ""This phase involved securement of the mirrors"", ""The mirrors are part of the telescope's complex framework"", ""There was a specific phase dedicated to aligning and securing the mirrors""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false]","[true,true,false,true]","[false,false,false,false]","","[false,false,true,false]","amart233"
"935849","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75218","248","Wed Sep 24 20:25:28 UTC 2025","Wed Sep 24 20:25:38 UTC 2025","10","Launch and commissioning of the James Webb Space Telescope_24","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Subsequent videos demonstrate the telescope's journey through different stages of completion, culminating in its launch into space aboard a United Launch Alliance Atlas V rocket."", ""Extracted_Claims"": [""Subsequent videos show the telescope's progress"", ""The telescope went through various stages of completion"", ""The telescope was launched into space"", ""The launch vehicle was a United Launch Alliance Atlas V rocket"", ""Videos document the telescope's journey to launch""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false]","[false,false,true,true,true]","[false,false,false,false,false]","","[true,true,false,false,false]","amart233"
"935850","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75219","248","Wed Sep 24 20:25:38 UTC 2025","Wed Sep 24 20:25:46 UTC 2025","8","Launch and commissioning of the James Webb Space Telescope_25","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The launch itself was a momentous occasion, witnessed live via satellite feed from South Korea, marking the beginning of the telescope's ambitious mission to unravel the mysteries of the cosmos."", ""Extracted_Claims"": [""The launch of the James Webb Space Telescope was a significant event"", ""The launch was broadcast live via satellite feed"", ""The live broadcast of the launch was received from South Korea"", ""The launch marked the start of the telescope's mission"", ""The mission aims to uncover secrets of the universe"", ""The mission is described as ambitious""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false,false]","[true,true,true,true,true,true]","[false,false,false,false,false,false]","","[false,false,false,false,false,false]","amart233"
"935851","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75220","248","Wed Sep 24 20:25:46 UTC 2025","Wed Sep 24 20:26:08 UTC 2025","22","Launch and commissioning of the James Webb Space Telescope_26","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The subsequent images captured by the JWST showcase its capabilities, offering unprecedented views of distant celestial bodies and providing crucial insights into the formation of galaxies and planets beyond our solar system."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) captures images"", ""The images captured by the JWST offer unprecedented views"", ""The JWST provides views of distant celestial bodies"", ""The JWST offers insights into the formation of galaxies"", ""The JWST offers insights into the formation of planets"", ""The JWST studies celestial bodies beyond our solar system""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false,false]","[true,true,false,true,true,false]","[false,false,false,false,false,false]","","[false,false,true,false,false,true]","amart233"
"935852","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75221","248","Wed Sep 24 20:26:08 UTC 2025","Wed Sep 24 20:26:16 UTC 2025","8","Launch and commissioning of the James Webb Space Telescope_27","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The telescope's achievements have been hailed as a testament to cutting-edge technology and international collaboration, making it a cornerstone of modern astronomical research."", ""Extracted_Claims"": [""The telescope has achieved significant milestones"", ""The achievements of the telescope are seen as evidence of advanced technology"", ""The achievements of the telescope are seen as evidence of international cooperation"", ""The telescope is important for modern astronomical research"", ""The telescope is considered foundational for contemporary astronomy""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1474757847477104648.mp4""}","[false,false,false,false,false]","[true,true,true,true,true]","[false,false,false,false,false]","","[false,false,false,false,false]","amart233"
"935853","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75222","248","Wed Sep 24 20:26:16 UTC 2025","Wed Sep 24 20:26:30 UTC 2025","14","Launch and commissioning of the James Webb Space Telescope_28","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""The James Webb Space Telescope (JWST) is a revolutionary scientific instrument designed to explore some of the earliest galaxies in the universe and study exoplanets."", ""Extracted_Claims"": [""The James Webb Space Telescope (JWST) is a scientific instrument"", ""The JWST is revolutionary"", ""The JWST is designed to explore some of the earliest galaxies in the universe"", ""The JWST is designed to study exoplanets""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1473666783508938757.mp4""}","[false,false,false,false]","[false,true,true,true]","[false,false,false,false]","","[true,false,false,false]","amart233"
"935854","1098","Eval Paper Grounding Judgments","Wed Sep 10 19:56:07 UTC 2025","1","86400","75411","175","Thu Sep 25 12:33:05 UTC 2025","Thu Sep 25 12:35:11 UTC 2025","126","Launch and commissioning of the James Webb Space Telescope_29","{""Wiki_Title"": ""Launch and commissioning of the James Webb Space Telescope"", ""Claim_Sentence"": ""Its construction began in earnest when NASA's Goddard Space Flight Center completed the initial assembly of the telescope's components, including the massive primary mirror array, which consists of 18 gold-coated beryllium mirrors."", ""Extracted_Claims"": [""The construction of the James Webb Space Telescope began earnestly"", ""NASA's Goddard Space Flight Center completed the initial assembly of the telescope's components"", ""The telescope includes a massive primary mirror array"", ""The primary mirror array consists of 18 mirrors"", ""The mirrors are gold-coated"", ""The mirrors are made of beryllium""], ""Video_Url"": ""https://cs.jhu.edu/~amart233/videos/1473666783508938757.mp4""}","[false,false,false,false,false,false]","[false,true,false,false,false,true]","[false,false,false,false,false,false]","","[true,false,true,true,true,false]","wgantt"
